genre,track,file_path,true_label,predicted_label,true_index,predicted_index,confidence,num_clips,correct,total_probabilities,clip_predictions
blues,00000,Data/genres_original/blues/blues.00000.wav,blues,blues,0,0,0.8680291593074798,10,True,"[8.680291593074799, 0.0006466206919029105, 0.003117403071200897, 0.0002570453627370739, 0.014233781472398732, 0.1274998594308272, 0.0017373301096768046, 0.0004950497779057095, 0.002488686472588597, 1.1692330478690565]","[[0.7964415550231934, 3.912765168934129e-05, 0.00024175940779969096, 4.600155079970136e-06, 0.0008877869695425034, 0.029928937554359436, 1.5218874068523291e-05, 1.1391596672183368e-05, 0.0011406822595745325, 0.17128896713256836], [0.9956139326095581, 9.00441864359891e-06, 3.0965693440521136e-05, 5.580918241321342e-06, 0.00011635587725322694, 0.0003046133497264236, 5.443993813969428e-06, 2.961930363198917e-07, 3.117747473879717e-05, 0.0038827983662486076], [0.9604706764221191, 2.190726991102565e-05, 3.962247501476668e-05, 5.386590373746003e-07, 5.473588316817768e-05, 0.03727613389492035, 5.349646471586311e-06, 5.552731749958184e-07, 0.00015105638885870576, 0.0019793647807091475], [0.8844227194786072, 0.0003985918592661619, 0.0015444874297827482, 0.00013338129792828113, 0.00014274558634497225, 0.03180547431111336, 0.00019236620573792607, 6.502035103039816e-05, 0.00021479144925251603, 0.08108039200305939], [0.9439637064933777, 2.692780617508106e-05, 0.00036378312506712973, 3.0359087759279646e-06, 1.6516885807504877e-05, 0.0033549645449966192, 0.00011752961290767416, 6.147955673441174e-07, 0.0001899736380437389, 0.05196293070912361], [0.9835389852523804, 2.9217874271125766e-06, 3.19557966577122e-06, 1.1258065768515735e-07, 0.0004638278915081173, 0.009560473263263702, 1.1789489690272603e-05, 5.223674293119984e-07, 1.1634038855845574e-05, 0.0064066266641020775], [0.13748818635940552, 0.00014454289339482784, 0.0008729309192858636, 0.00010738360288087279, 0.012440120801329613, 0.010039079934358597, 0.0013445776421576738, 0.0004165742138866335, 0.00047116988571360707, 0.8366754055023193], [0.9919551014900208, 2.942066203104332e-06, 1.422878176526865e-05, 5.645352416649985e-07, 9.92409186437726e-05, 0.0015861853025853634, 6.530284736072645e-06, 6.490789417057385e-08, 0.0002590085205156356, 0.006076156627386808], [0.997307300567627, 9.023729319324048e-09, 4.147939307586057e-06, 1.250453038892374e-07, 1.1922494422833552e-06, 5.663841147907078e-05, 6.494027502412791e-07, 4.157481470201674e-09, 1.3867032066627871e-05, 0.002616191515699029], [0.9890894293785095, 6.459154633375874e-07, 2.281720071550808e-06, 1.7226595900865505e-06, 1.1258409358561039e-05, 0.0035873588640242815, 3.7874957342864946e-05, 5.921732881830621e-09, 5.325784968590597e-06, 0.007264214567840099]]"
blues,00001,Data/genres_original/blues/blues.00001.wav,blues,blues,0,0,0.6991046732291579,10,True,"[6.991046732291579, 0.022962925871070183, 0.04629083433477632, 0.004098747337993203, 0.948169681190496, 0.025862094467129282, 0.0017316752598617313, 0.0002873750865379776, 0.014522043715942345, 1.94502771194675]","[[0.9996439218521118, 1.0257401299895719e-05, 1.0641318937132382e-07, 7.84891263094778e-09, 1.944824180100113e-05, 0.0001225583691848442, 1.9880253603332676e-06, 7.45907691168668e-09, 1.6224512364715338e-05, 0.0001853587746154517], [0.9698193073272705, 1.0765877050289419e-05, 3.447706694714725e-05, 4.451540007721633e-05, 0.004052624572068453, 0.011751455254852772, 0.00014194291725289077, 6.621414740948239e-06, 0.00026854005409404635, 0.013869780115783215], [0.9704684615135193, 0.022447681054472923, 0.0006067252834327519, 7.192970770120155e-07, 1.643694758968195e-06, 0.005763480439782143, 2.352688625251176e-06, 2.3925554160086904e-07, 1.5221370631479658e-05, 0.0006935078999958932], [0.059603381901979446, 0.00011799119965871796, 0.028500352054834366, 0.003502968931570649, 0.00044541008537635207, 0.0006078093429096043, 0.0006816376117058098, 0.0002702334604691714, 0.00021190890402067453, 0.9060583710670471], [0.9923121333122253, 5.479231185745448e-05, 8.866858115652576e-05, 7.348934741457924e-05, 0.00027153734117746353, 0.00292215496301651, 3.6198001907905564e-05, 1.3756341559201246e-06, 0.0013623235281556845, 0.0028774177189916372], [0.937677800655365, 0.00014829743304289877, 3.7152512959437445e-05, 1.1950442967645358e-05, 0.00048207686631940305, 0.0019186110002920032, 0.0005341236246749759, 1.0307384172847378e-06, 0.00019328964117448777, 0.058995604515075684], [0.9878084659576416, 3.816446223936509e-06, 4.890549462288618e-06, 1.1822218766610604e-05, 0.0002956778334919363, 0.0003135009028483182, 1.5216816791507881e-05, 1.6563600979679904e-07, 1.0797163668030407e-05, 0.011535502038896084], [0.028397994115948677, 0.00014665453636553138, 7.807895599398762e-06, 0.00043446439667604864, 0.9425906538963318, 0.0010792985558509827, 0.0003120950423181057, 7.637244380021002e-06, 0.012439893558621407, 0.01458355039358139], [0.05237072706222534, 1.4036707398190629e-05, 0.017001304775476456, 1.840214099502191e-05, 1.2311932806596815e-08, 1.7863651464722352e-06, 1.2613029412023025e-06, 2.391462672335365e-08, 6.475995633081766e-07, 0.9305917620658875], [0.9929445385932922, 8.632903700345196e-06, 9.349201718578115e-06, 4.073135357884894e-07, 1.0596347237878945e-05, 0.0013814392732456326, 4.859228283748962e-06, 4.032911959939156e-08, 3.1973836485121865e-06, 0.005636857356876135]]"
blues,00002,Data/genres_original/blues/blues.00002.wav,blues,blues,0,0,0.9290895998477936,10,True,"[9.290895998477936, 0.0001588478640215385, 0.5294533756382407, 0.0001162885827135085, 0.009940750577996482, 0.028693182565803, 0.0002740255837920813, 9.657882513725013e-07, 0.09596252409210138, 0.04450370627455413]","[[0.9880475997924805, 4.318018000049051e-06, 3.0522946872224566e-06, 3.3150030503747985e-05, 0.009185822680592537, 0.00017460770322941244, 7.399367405014345e-06, 1.9410752827297983e-07, 0.0013856296427547932, 0.0011582658626139164], [0.9936895370483398, 2.9703636528211064e-07, 0.00026011024601757526, 1.0555312655924354e-05, 0.00029017007909715176, 1.3069707165414002e-05, 7.679530244786292e-05, 4.0012313462511884e-08, 0.0005627325735986233, 0.005096496548503637], [0.9996174573898315, 1.148892465607787e-06, 6.552644481416792e-05, 1.0267028756061336e-06, 4.905471723759547e-05, 7.91402198956348e-05, 6.013307825014635e-07, 5.513999257189539e-10, 0.00010387636575615034, 8.202687604352832e-05], [0.9790682792663574, 2.4433209546259604e-05, 0.015382389537990093, 1.1131436622235924e-05, 8.220478048315272e-05, 0.0007756202830933034, 2.2975389583734795e-05, 1.3301928447617684e-07, 0.0006506081554107368, 0.00398219795897603], [0.99883633852005, 4.248850160593065e-08, 2.549531745899003e-05, 3.752979864657391e-07, 9.282003156840801e-05, 2.5996469048550352e-06, 5.055772271589376e-05, 9.141858381411794e-10, 1.8419994376017712e-05, 0.0009733176557347178], [0.9983843564987183, 1.142498035733297e-06, 9.755944483913481e-05, 5.5357410019496456e-05, 0.00022395668202079833, 0.00011763291695388034, 2.0933279301971197e-05, 3.2150304640765626e-09, 0.00023021019296720624, 0.000868770235683769], [0.997960090637207, 6.284907431108877e-05, 0.0011622662423178554, 2.246921937398838e-08, 6.454666845456813e-07, 0.00016783761384431273, 5.832371243741363e-06, 1.1170370184387934e-09, 0.00019854848505929112, 0.000441988289821893], [0.68422931432724, 5.518146735994378e-06, 0.1963053196668625, 2.6595248527883086e-06, 1.1568118907234748e-06, 0.005062396638095379, 6.863762246211991e-05, 2.2752089989808155e-08, 0.08958563208580017, 0.024739407002925873], [0.6682233810424805, 1.7011530871968716e-05, 0.3150079548358917, 1.3885887995002122e-07, 1.3456072167628008e-07, 0.01432779710739851, 7.930880201456603e-06, 7.44216244186191e-10, 0.0015401672571897507, 0.0008754673763178289], [0.9828396439552307, 4.208696918794885e-05, 0.0011437016073614359, 1.8715390979195945e-06, 1.4784767699893564e-05, 0.007972480729222298, 1.2362317647784948e-05, 5.69355165680463e-07, 0.0016866993391886353, 0.0062857684679329395]]"
blues,00003,Data/genres_original/blues/blues.00003.wav,blues,blues,0,0,0.609326558560133,10,True,"[6.09326558560133, 1.000554556492716, 0.0026351840797360637, 0.00015033415942511397, 0.8090049510246899, 1.960081986617297, 0.0005453244349951092, 9.954407116197217e-05, 0.1279199839627836, 0.005742523737353622]","[[0.8039476275444031, 0.14018775522708893, 0.00034085186780430377, 1.550194065202959e-05, 0.00022510440612677485, 0.0538678877055645, 5.758790939580649e-05, 6.272447990340879e-06, 0.0012385885929688811, 0.00011281435581622645], [0.962971568107605, 0.026164038106799126, 0.0003719221567735076, 4.451038364550186e-07, 3.621454743552022e-05, 0.00966242328286171, 2.525250124563172e-07, 3.0111633009255456e-07, 0.0007821011240594089, 1.0812517757585738e-05], [0.3820064067840576, 0.42324113845825195, 8.047821756917983e-05, 3.7545082705037203e-06, 0.00032146036392077804, 0.1940252184867859, 2.698639036680106e-06, 1.2273831998754758e-05, 0.00024199896142818034, 6.455385300796479e-05], [0.2139861136674881, 0.24382925033569336, 0.00010663046850822866, 4.267325948603684e-06, 0.00217648153193295, 0.5382291674613953, 5.735082595492713e-05, 6.074933935451554e-06, 0.0002705850638449192, 0.0013340997975319624], [0.2564321458339691, 0.04838994890451431, 5.895492358831689e-05, 1.8283642475580564e-06, 0.000277026992989704, 0.6930984854698181, 1.998682364501292e-06, 3.85121711587999e-06, 0.001137085142545402, 0.0005987156764604151], [0.9670262932777405, 0.003532331669703126, 0.0001015524539980106, 1.9842118490487337e-05, 0.003973672632128, 0.015789756551384926, 9.808730101212859e-05, 2.8513754841696937e-06, 0.009017106145620346, 0.0004384620988275856], [0.9832072257995605, 0.0069363657385110855, 1.0460263183631469e-05, 2.08754009634049e-08, 6.295046478044242e-05, 0.009109058417379856, 3.768083388422383e-06, 2.798499849632208e-07, 0.0006657767225988209, 4.09082440455677e-06], [0.48790037631988525, 0.10339193791151047, 0.0013711372157558799, 8.577646076446399e-05, 7.480913336621597e-05, 0.40587741136550903, 0.00012024968600599095, 8.570216778025497e-06, 0.000882411957718432, 0.000287388451397419], [0.9513521194458008, 0.0020698062144219875, 0.00016655493527650833, 8.404451364185661e-06, 0.003385005285963416, 0.03981001675128937, 0.00013725218013860285, 1.1979302144027315e-05, 0.0012862944277003407, 0.001772459247149527], [0.08443570882081985, 0.0028119839262217283, 2.6641577278496698e-05, 1.0493010449863505e-05, 0.7984722256660461, 0.0006125611253082752, 6.607860268559307e-05, 4.708977940026671e-05, 0.11239803582429886, 0.001119126915000379]]"
blues,00004,Data/genres_original/blues/blues.00004.wav,blues,blues,0,0,0.681305449642241,10,True,"[6.81305449642241, 1.573483104242067, 0.03786903888811821, 0.0032727758973578602, 0.9516227106934849, 0.013075197646735148, 0.0010221410448484347, 0.00016536338781780735, 0.5839068470522761, 0.0225282978535688]","[[0.00199737586081028, 0.9914464950561523, 0.0035514915362000465, 8.635858648631256e-06, 5.488401257025544e-06, 0.00027644645888358355, 9.309314918937162e-06, 1.8286706335857161e-06, 0.0020849700085818768, 0.0006180215859785676], [0.9973063468933105, 1.584292341760829e-08, 2.8343941949060536e-07, 9.628685120333103e-07, 1.5124034291602584e-07, 7.086423892133098e-08, 1.0356461244143134e-09, 8.454341671182419e-10, 0.0020656243432313204, 0.0006265962147153914], [0.9974746108055115, 2.2031179014447844e-06, 3.228456307624583e-06, 1.7570531554156332e-06, 7.638189345016144e-06, 1.0172530892305076e-05, 1.3402556398034449e-08, 1.1721666304254086e-08, 0.002282261149957776, 0.0002181701420340687], [0.922900915145874, 0.03501702472567558, 0.009137908928096294, 7.466476381523535e-05, 0.0008920114487409592, 0.0024499231949448586, 9.557855264574755e-06, 7.312528396141715e-07, 0.02914482355117798, 0.00037242737016640604], [0.07547104358673096, 0.4414867162704468, 0.0033723681699484587, 0.00013880559708923101, 0.013552330434322357, 0.0037116948515176773, 2.113356822519563e-05, 6.0515812947414815e-05, 0.4608887732028961, 0.0012965630739927292], [0.04239228367805481, 2.8804215617128648e-05, 4.7175770305329934e-05, 0.0028389431536197662, 0.9365805983543396, 0.00010574597399681807, 0.0004910725401714444, 9.093748667510226e-05, 0.012137996032834053, 0.005286381579935551], [0.992134690284729, 0.0009879684075713158, 5.9377794968895614e-05, 9.880366178549593e-07, 7.845316645216371e-07, 0.0001999318046728149, 4.8901771521059345e-08, 1.2526166770499003e-08, 0.0065752314403653145, 4.083448220626451e-05], [0.9569984078407288, 9.771622717380524e-05, 0.002457366092130542, 5.046678415965289e-05, 0.00027147409855388105, 2.6115849323105067e-06, 4.792360414285213e-05, 1.6735227745812153e-06, 0.03548908233642578, 0.004583258181810379], [0.8661056160926819, 0.10015269368886948, 0.007020712364464998, 9.144836076302454e-05, 5.8480636653257534e-05, 0.0013659964315593243, 5.043435521656647e-06, 4.941464339935919e-06, 0.022066710516810417, 0.003128419630229473], [0.9602732062339783, 0.004263466689735651, 0.012219126336276531, 6.610342097701505e-05, 0.00025375335826538503, 0.004952603951096535, 0.00043803738662973046, 4.7100843403313775e-06, 0.011171374469995499, 0.006357625592499971]]"
blues,00005,Data/genres_original/blues/blues.00005.wav,blues,blues,0,0,0.5520044704084285,10,True,"[5.520044704084285, 3.0699371022224238, 0.045945292995443726, 0.010581503422566677, 0.0784006669991491, 0.19874844228752636, 0.047087432503691636, 0.005327781473279375, 0.02291751372368367, 1.0010094673087497]","[[0.5667276382446289, 0.36567628383636475, 0.00030797903309576213, 5.467227765620919e-06, 8.028827323869336e-06, 0.06594274193048477, 7.343272727666772e-07, 2.7856376618728973e-05, 0.00048027944285422564, 0.0008229658124037087], [0.9271950721740723, 0.059346649795770645, 0.0020161892753094435, 3.7635002172464738e-06, 4.9112102715298533e-05, 0.0042724269442260265, 1.2468005934351822e-06, 1.2690989024122246e-05, 0.0016370256198570132, 0.005465861409902573], [0.9999998807907104, 3.648705381613989e-15, 2.8079622892677623e-15, 1.1966229602252548e-13, 8.21266221695538e-10, 6.769043658927387e-10, 4.696106513640136e-15, 5.2795457723242133e-17, 5.661084401253902e-08, 1.1419460932415859e-08], [0.025946620851755142, 0.0057261623442173, 0.0005698944441974163, 0.009573681280016899, 0.07756925374269485, 0.010076138190925121, 0.04661159962415695, 0.004875709302723408, 0.010611353442072868, 0.8084395527839661], [0.9995492100715637, 8.361968895087557e-09, 3.6474222753213326e-08, 4.488765803500883e-09, 2.6064304620376788e-05, 1.0199086318607442e-05, 4.873599664279027e-06, 3.6917063156449714e-11, 5.092321089250618e-07, 0.0004090390575584024], [0.0014819608768448234, 0.9635444283485413, 0.0157858207821846, 9.117756576415559e-07, 3.037965612406879e-08, 0.0054988921619951725, 2.3286106909381488e-07, 1.3919583352617337e-06, 3.7760077248094603e-05, 0.01364872045814991], [0.003931448794901371, 0.8098269701004028, 0.013613687828183174, 0.0009911704109981656, 0.0007469103438779712, 0.01047997921705246, 0.0004668748297262937, 0.0003982452617492527, 0.00488598458468914, 0.154658704996109], [0.9985754489898682, 8.303103864182315e-12, 2.2768499974290535e-08, 1.827206688176375e-07, 9.61189456916145e-08, 4.414618004489057e-08, 5.177258066701995e-10, 4.2305606934300855e-11, 0.0011999262496829033, 0.00022429793898481876], [0.994179368019104, 6.256685392003192e-09, 0.001032378408126533, 4.555835708686118e-09, 8.418199470838772e-09, 0.0007720055291429162, 2.0790838495265973e-10, 7.19991399833475e-10, 0.003920640330761671, 9.565406799083576e-05], [0.0024580552708357573, 0.865816593170166, 0.012619283981621265, 6.3174625211104285e-06, 1.161939849225746e-06, 0.10169601440429688, 1.8697355699259788e-06, 1.1886785614478868e-05, 0.00014397813356481493, 0.01724465936422348]]"
blues,00006,Data/genres_original/blues/blues.00006.wav,blues,blues,0,0,0.9708548724651337,10,True,"[9.708548724651337, 0.04408082362306857, 0.003672214986872646, 6.906016463914533e-05, 0.04139872245417564, 0.17604191991185303, 2.756654046698337e-05, 7.073890496769875e-07, 0.015792465081176488, 0.010367942573793698]","[[0.998958945274353, 3.5896110262001457e-07, 3.303712858837571e-08, 2.2364987639633682e-09, 0.0002735444577410817, 3.8951742453718907e-07, 1.1969865987282446e-08, 7.727953832414869e-10, 0.0007488298579119146, 1.791936665540561e-05], [0.9998032450675964, 9.023011443787254e-06, 3.3693384011712624e-06, 2.448702574042727e-09, 3.197562546120025e-05, 2.5892923076753505e-05, 2.969928969420721e-09, 2.0976687054030663e-09, 0.0001031747815432027, 2.3398195480694994e-05], [0.9924977421760559, 0.007129799108952284, 2.8178939828649163e-05, 8.916991589558165e-09, 3.3570461255294504e-07, 0.00019003497436642647, 1.9316077626285733e-09, 1.9152723851334486e-08, 2.94983692583628e-05, 0.00012440994032658637], [0.9043288826942444, 0.034377146512269974, 0.003262648591771722, 7.345626329424704e-08, 1.3546852642321028e-05, 0.05262329429388046, 1.6690856341483595e-07, 4.459232627596066e-08, 0.0012700785882771015, 0.0041241636499762535], [0.9675383567810059, 7.837134035071358e-07, 5.3067527261418945e-08, 1.031751935443026e-06, 0.025734499096870422, 0.0014715355355292559, 2.038805746451544e-07, 7.146653491219013e-09, 0.005244990810751915, 8.58749626786448e-06], [0.8774873614311218, 0.000687737250700593, 0.00010133546311408281, 1.5191659485935816e-07, 1.8148315348298638e-06, 0.12142456322908401, 8.151750563456517e-08, 7.957070380371078e-08, 0.00023219511786010116, 6.467729690484703e-05], [0.9996813535690308, 6.975312688561885e-11, 7.80291387059151e-10, 1.6670325564405175e-08, 0.00019513838924467564, 3.021162058303162e-07, 3.6674920877999284e-09, 1.1374668568153723e-10, 2.9863487725378945e-05, 9.338835661765188e-05], [0.997208297252655, 0.0018723404500633478, 0.00018638832261785865, 2.5321965040348005e-06, 4.569737370729854e-07, 2.641153287186171e-06, 1.1585701287231132e-08, 1.5236359729442484e-07, 0.00036691100103780627, 0.0003601703210733831], [0.9718011617660522, 3.423810539970873e-06, 3.25349647027906e-05, 6.518312875414267e-05, 0.015122216194868088, 0.0003024619072675705, 1.1468970114947297e-05, 3.6901906241837423e-07, 0.00768266199156642, 0.004978528246283531], [0.9992433786392212, 2.1073483935651893e-07, 5.767248148913495e-05, 5.744206887925429e-08, 2.5194327463395894e-05, 8.042617309911293e-07, 1.5613139112247154e-05, 3.255977176763736e-08, 8.426107524428517e-05, 0.00057269970420748]]"
blues,00007,Data/genres_original/blues/blues.00007.wav,blues,blues,0,0,0.8932484984397888,10,True,"[8.932484984397888, 0.09008501717280552, 0.007585830183444386, 2.1465985891921946e-05, 0.035643542761004454, 0.04542851107181889, 3.629234290505878e-05, 5.0656998271101684e-06, 0.006840853269011404, 0.8818681154180013]","[[0.13442635536193848, 2.733506931917873e-08, 8.092137022686074e-07, 1.0278785111950128e-06, 8.192286259145476e-06, 1.4377867785242415e-07, 2.356613549636677e-05, 1.551115569320416e-09, 2.3372783743980108e-06, 0.8655375242233276], [0.9850114583969116, 0.00022021490440238267, 0.00011989822087343782, 1.709243042569142e-05, 0.0080425338819623, 0.0006741950637660921, 1.0659713552740868e-05, 1.228646056006255e-06, 0.0003730110765900463, 0.005529664922505617], [0.9852502942085266, 0.008771169930696487, 0.00010070105781778693, 2.2909640051693714e-07, 3.5456629120744765e-05, 0.0027734222821891308, 6.304845356908118e-08, 4.2187355830947126e-08, 0.0030568994116038084, 1.1691295185300987e-05], [0.9724782109260559, 7.519946443323988e-09, 6.681369768557488e-08, 1.9545898055639555e-07, 0.026865120977163315, 4.762242156175489e-07, 1.5713121115368267e-07, 2.3352830780254408e-09, 0.0003172112046740949, 0.00033846896258182824], [0.9998090863227844, 1.805594562753754e-09, 3.7801003145432333e-06, 1.2244191438526286e-08, 4.109051943146369e-08, 2.185800212828326e-06, 8.089343084272116e-11, 5.554860824791286e-12, 9.355392649013083e-06, 0.0001756286364980042], [0.9995695948600769, 1.2774335118592717e-05, 1.2975897334399633e-05, 2.3023520867582192e-08, 1.0016053238359746e-05, 2.6861900551011786e-05, 2.2715871850209624e-08, 7.725444284290006e-09, 1.152834011008963e-05, 0.00035618830588646233], [0.8754929304122925, 0.08105859160423279, 0.0051902830600738525, 1.3225927659732406e-06, 0.00044477437040768564, 0.036580439656972885, 3.209385681657295e-07, 3.5095740713586565e-06, 0.0009731604950502515, 0.00025463124620728195], [0.9866307377815247, 1.80772076419089e-05, 0.00214956933632493, 7.918452524791064e-07, 3.571462002582848e-05, 0.005365376826375723, 1.3138856047589798e-06, 2.6234843630845717e-07, 0.0020792020950466394, 0.0037189004942774773], [0.9996309280395508, 1.7565342236292025e-10, 7.691002679166559e-08, 5.194410235276337e-09, 2.5877262999074446e-08, 3.666015345515916e-06, 1.3390533126766968e-07, 1.341640964991342e-10, 6.821077818131016e-07, 0.0003643960226327181], [0.9941853880882263, 4.152354449615814e-06, 7.669573278690223e-06, 7.662214329684502e-07, 0.00020166697504464537, 1.7435235122320591e-06, 5.478792175495073e-08, 1.119234571689276e-08, 1.746586713124998e-05, 0.005581021308898926]]"
blues,00008,Data/genres_original/blues/blues.00008.wav,blues,blues,0,0,0.9657038867473602,10,True,"[9.657038867473602, 4.912131305959133e-05, 0.001535982546329251, 0.0008864734134878538, 0.016282978848266794, 0.03980487895432816, 0.0010194456220204984, 0.00014376737281389732, 0.26876498874116805, 0.014474027520918753]","[[0.989404559135437, 1.574479369992332e-06, 0.0005114845698699355, 1.0127684618055355e-05, 6.0325488448143005e-05, 0.00011477807129267603, 7.421046029776335e-05, 4.506834727635578e-07, 0.009407457895576954, 0.00041527446592226624], [0.9966515898704529, 1.6460392160411175e-08, 1.2518680705397855e-06, 2.692592886432976e-07, 1.6911280908971094e-05, 0.00035397568717598915, 3.400161574518279e-07, 6.766959770310166e-10, 0.002965936902910471, 9.75031616690103e-06], [0.9948574304580688, 4.5944887006044155e-07, 2.0505874999798834e-05, 7.007179192441981e-06, 7.629697938682511e-05, 0.003350128885358572, 0.00010185925202677026, 5.337665811566694e-07, 0.0003828182234428823, 0.0012030331417918205], [0.8498579859733582, 1.0640891559887677e-05, 0.0006801972631365061, 0.0005728690302930772, 0.0024721664376556873, 0.025001879781484604, 0.0002578595303930342, 0.00013677222887054086, 0.11333436518907547, 0.007675250060856342], [0.9889739751815796, 1.226000563292473e-06, 2.008578485401813e-05, 3.108826786046848e-05, 0.000846381823066622, 0.00039277615724131465, 0.00024900175048969686, 1.9143446650105034e-07, 0.006373620592057705, 0.003111585509032011], [0.9950220584869385, 3.761217612918699e-07, 1.4839285540801939e-05, 8.132648758873984e-07, 1.054814947565319e-05, 0.0005590690416283906, 5.889721251151059e-06, 2.371807283907401e-08, 0.003959977999329567, 0.00042646448127925396], [0.9999408721923828, 3.7617889359076173e-10, 1.2081065960956039e-06, 4.0012121393928624e-10, 5.794527169200592e-08, 2.0228949324518908e-06, 8.882268787147041e-08, 1.1487911316665489e-11, 3.583943544072099e-05, 1.996432365558576e-05], [0.9942384958267212, 2.23087090489571e-06, 8.895999781088904e-05, 2.198313995904755e-05, 0.00043251345050521195, 0.0012886073673143983, 0.00030267794500105083, 1.5340805248342804e-07, 0.002406118903309107, 0.0012182604987174273], [0.9415967464447021, 2.562923873483669e-05, 2.862394649127964e-05, 2.2856633222545497e-05, 0.008510975167155266, 0.007830626331269741, 1.6584734112257138e-05, 1.990624468817259e-06, 0.041805341839790344, 0.00016063662769738585], [0.9064951539039612, 6.967424724280136e-06, 0.00016882584895938635, 0.00021945855405647308, 0.003856802126392722, 0.0009110147366300225, 1.093338960345136e-05, 3.6508206449070713e-06, 0.08809351176023483, 0.00023380809579975903]]"
blues,00009,Data/genres_original/blues/blues.00009.wav,blues,blues,0,0,0.885760423541069,10,True,"[8.85760423541069, 0.03238496165253224, 0.3303066431167281, 0.00047571513673494437, 0.005741925056973685, 0.4953260942893394, 0.001003425182824369, 0.001282249889645759, 0.0030570108610845637, 0.27281783239595825]","[[0.9974827170372009, 3.7190129660302773e-06, 8.190143034880748e-07, 3.7268330288497964e-07, 2.0402108930284157e-05, 0.0007738633430562913, 6.20032437836926e-07, 3.7740498726179794e-08, 8.545878517907113e-05, 0.0016320046270266175], [0.9916371703147888, 0.00207155616953969, 5.062272975919768e-06, 9.263294487027451e-06, 0.0007387547520920634, 0.0012913068057969213, 6.6526678210721e-07, 4.823236395168351e-06, 0.0003039457369595766, 0.003937416709959507], [0.9336387515068054, 5.409678487922065e-05, 1.880003219412174e-05, 7.975414177963103e-07, 3.4600664093886735e-06, 0.06535566598176956, 5.39209104033489e-08, 9.191887784254504e-08, 0.0004191808693576604, 0.0005091248312965035], [0.2839997112751007, 0.0008686744258739054, 0.3296762704849243, 5.973491479238646e-09, 1.0261893379492903e-07, 0.32871246337890625, 2.9673219614778645e-07, 1.9734908107693627e-07, 6.048492650734261e-06, 0.05673621594905853], [0.9988787770271301, 0.0001415634178556502, 2.7613136808213312e-06, 5.776989908667929e-08, 1.4347102478495799e-05, 0.000814649392850697, 1.5958341315069902e-09, 1.0079342915858547e-09, 0.0001228583132615313, 2.5089866539929062e-05], [0.908711850643158, 0.0037336142268031836, 4.243696093908511e-05, 1.707806222839281e-05, 0.0018094301922246814, 0.022381586953997612, 0.0009058598661795259, 0.001238973462022841, 0.0017830670112743974, 0.059376124292612076], [0.9989211559295654, 8.969076503717588e-08, 1.008517074296833e-06, 5.845691930517205e-08, 0.00012073927064193413, 4.139451266382821e-05, 4.0061593153950525e-07, 2.3767761092585715e-09, 4.637460006051697e-05, 0.000868848233949393], [0.7743946313858032, 0.01709706149995327, 0.0001828814420150593, 0.00011852196621475741, 0.0003527704393491149, 0.0649779811501503, 8.735208211874124e-06, 2.847032192221377e-05, 4.1253329982282594e-05, 0.14279773831367493], [0.9808828234672546, 0.006852185819298029, 0.00034835177939385176, 3.8322566979331896e-05, 2.3199541828944348e-05, 0.009451833553612232, 7.904384256107733e-05, 3.3125190839200513e-06, 0.00012833214714191854, 0.002192594576627016], [0.9890566468238831, 0.0015624006045982242, 2.8251299227122217e-05, 0.0002912368217948824, 0.002658718964084983, 0.0015253492165356874, 7.748101779725403e-06, 6.339957053569378e-06, 0.00012049157521687448, 0.004742674995213747]]"
